x,estimate
0.972312118,7.336916086
1.944624236,4.192013991
2.99748292,2.447157661
3.958288385,2.029521755
4.96512046,1.775548364
5.99496584,1.603406231
6.50125854,1.530966624
7.116864437,1.458589128
7.939590076,1.349965676
8.532182668,1.259393286
9.280115067,1.187090974
10.01654081,1.196600307
10.97734628,0.969873492
11.96116505,0.934068844
12.97375045,0.943735085
13.89428263,1.053349024
14.94138799,0.999398516
16,0.854542186
